request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_240,21274.05,not_affordable,not_recommended,none,,none,"The requested amount of 101200.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 21274.05 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_241,21052000.00,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_242,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 1966.80 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468.00,2026-07-07,none,"The full amount of 17468.00 ZAR can be paid immediately on 2026-07-07. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_244,49918.00,affordable_now,full_payment,2024-06-04:49918.00,2024-06-04,none,"The full amount of 49918.00 ZAR can be paid immediately on 2024-06-04. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_245,39725.23,affordable_later,wait,2026-01-13:128500.00,2026-01-13,none,"The full amount of 128500.00 INR cannot be safely paid today (current safe capacity: 39725.23 INR). The earliest safe date for full payment is 2026-01-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_246,64086.00,affordable_later,wait,2026-04-04:64086.00,2026-04-04,none,"The full amount of 64086.00 ZAR cannot be safely paid today (current safe capacity: 64086.00 ZAR). The earliest safe date for full payment is 2026-04-04, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"The full amount of 1059.30 EUR can be paid immediately on 2024-09-05. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_248,1132.80,affordable_now,partial_payment,2025-02-07:1132.80|2025-03-19:832.80,2025-02-07,none,"A partial payment of 1132.80 USD can be made immediately, with the remainder of 832.80 USD payable on 2025-02-07. This splits the total into two payments that each respect the minimum balance requirement."
request_249,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 643.20 USD is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 USD, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_250,16056.71,not_affordable,not_recommended,none,,none,"The requested amount of 124278.00 ZAR is not affordable within the 90-day forecast window. Current safe payment capacity is 16056.71 ZAR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_251,1513.60,affordable_later,wait,2025-05-04:1513.60,2025-05-04,none,"The full amount of 1513.60 EUR cannot be safely paid today (current safe capacity: 1513.60 EUR). The earliest safe date for full payment is 2025-05-04, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_252,4490828.64,affordable_later,wait,2026-09-13:28082000.00,2026-09-13,none,"The full amount of 28082000.00 IDR cannot be safely paid today (current safe capacity: 4490828.64 IDR). The earliest safe date for full payment is 2026-09-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_253,1383.13,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-18,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_254,871.67,affordable_later,wait,2025-10-13:3535.20,2025-10-13,none,"The full amount of 3535.20 USD cannot be safely paid today (current safe capacity: 871.67 USD). The earliest safe date for full payment is 2025-10-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_255,3345000.00,affordable_now,full_payment,2026-04-06:3345000.00,2026-04-06,none,"The full amount of 3345000.00 IDR can be paid immediately on 2026-04-06. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_256,162148.45,affordable_with_plan,installments,2024-06-10:75816.00|2024-07-11:75816.00|2024-08-11:75816.00,2024-07-14,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-06-10:75816.00|2024-07-11:75816.00|2024-08-11:75816.00). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_257,556.94,affordable_later,wait,2026-01-16:1352.40,2026-01-16,none,"The full amount of 1352.40 USD cannot be safely paid today (current safe capacity: 556.94 USD). The earliest safe date for full payment is 2026-01-16, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"The full amount of 1113.60 USD can be paid immediately on 2026-01-07. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_259,492.44,affordable_later,wait,2024-10-14:935.00,2024-10-14,none,"The full amount of 935.00 EUR cannot be safely paid today (current safe capacity: 492.44 EUR). The earliest safe date for full payment is 2024-10-14, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_260,8607508.05,not_affordable,not_recommended,none,,none,"The requested amount of 52079000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 8607508.05 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"The full amount of 1830.40 EUR can be paid immediately on 2026-07-03. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_262,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 9236000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_263,5256.59,not_affordable,not_recommended,none,,none,"The requested amount of 51546.00 ZAR is not affordable within the 90-day forecast window. Current safe payment capacity is 5256.59 ZAR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_264,28999.18,affordable_later,wait,2026-06-13:111300.00,2026-06-13,none,"The full amount of 111300.00 INR cannot be safely paid today (current safe capacity: 28999.18 INR). The earliest safe date for full payment is 2026-06-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_265,45970.00,affordable_now,full_payment,2024-03-06:45970.00,2024-03-06,none,"The full amount of 45970.00 INR can be paid immediately on 2024-03-06. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_266,935.00,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_267,1644.69,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-13,none,The requested amount is best paid in 3 installments per the offered payment plan (2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_268,1061.93,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_269,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 15490.00 ZAR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 ZAR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_270,96.77,not_affordable,not_recommended,none,,none,"The requested amount of 3028.80 USD is not affordable within the 90-day forecast window. Current safe payment capacity is 96.77 USD, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_271,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 91300.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_272,6415627.37,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-16,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_273,9476871.09,affordable_now,partial_payment,2026-04-07:9476871.09|2026-04-14:6384128.91,2026-04-07,none,"A partial payment of 9476871.09 IDR can be made immediately, with the remainder of 6384128.91 IDR payable on 2026-04-07. This splits the total into two payments that each respect the minimum balance requirement."
request_274,2151.34,affordable_later,wait,2025-02-16:2713.70,2025-02-16,none,"The full amount of 2713.70 EUR cannot be safely paid today (current safe capacity: 2151.34 EUR). The earliest safe date for full payment is 2025-02-16, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_275,15884000.00,affordable_now,full_payment,2025-05-06:15884000.00,2025-05-06,none,"The full amount of 15884000.00 IDR can be paid immediately on 2025-05-06. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
